new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,performance
1,3,1,1,0,0,1,1,1,1,159.598
2,3,1,1,0,0,1,1,1,1,84.846
3,3,1,1,0,0,1,1,1,1,59.066
4,1,2,1,0,0,1,1,1,1,23.866
1,1,2,1,0,0,1,1,1,1,89.452
2,1,2,1,0,0,1,1,1,1,47.366
3,1,2,1,0,0,1,1,1,1,31.914
4,2,2,1,0,0,1,1,1,1,32.076
1,2,2,1,0,0,1,1,1,1,119.458
2,2,2,1,0,0,1,1,1,1,63.298
3,2,2,1,0,0,1,1,1,1,43.858
4,3,2,1,0,0,1,1,1,1,43.12
1,3,2,1,0,0,1,1,1,1,159.444
2,3,2,1,0,0,1,1,1,1,85.074
3,3,2,1,0,0,1,1,1,1,59.248
4,1,3,1,0,0,1,1,1,1,23.774
1,1,3,1,0,0,1,1,1,1,89.246
2,1,3,1,0,0,1,1,1,1,47.652
3,1,3,1,0,0,1,1,1,1,32.222
4,2,3,1,0,0,1,1,1,1,32.082
1,2,3,1,0,0,1,1,1,1,119.416
2,2,3,1,0,0,1,1,1,1,63.342
3,2,3,1,0,0,1,1,1,1,43.858
4,3,3,1,0,0,1,1,1,1,43.176
1,3,3,1,0,0,1,1,1,1,159.57
2,3,3,1,0,0,1,1,1,1,84.936
3,3,3,1,0,0,1,1,1,1,59.366
4,1,1,1,0,0,1,1,1,0,23.93
1,1,1,1,0,0,1,1,1,0,88.902
2,1,1,1,0,0,1,1,1,0,47.338
3,1,1,1,0,0,1,1,1,0,32.0
4,2,1,1,0,0,1,1,1,0,31.762
1,2,1,1,0,0,1,1,1,0,118.782
2,2,1,1,0,0,1,1,1,0,63.382
3,2,1,1,0,0,1,1,1,0,44.06
4,3,1,1,0,0,1,1,1,0,42.884
1,3,1,1,0,0,1,1,1,0,158.85
2,3,1,1,0,0,1,1,1,0,85.126
3,3,1,1,0,0,1,1,1,0,59.572
4,1,2,1,0,0,1,1,1,0,23.66
1,1,2,1,0,0,1,1,1,0,88.892
2,1,2,1,0,0,1,1,1,0,47.286
3,1,2,1,0,0,1,1,1,0,31.762
4,2,2,1,0,0,1,1,1,0,31.842
1,2,2,1,0,0,1,1,1,0,118.986
2,2,2,1,0,0,1,1,1,0,63.506
3,2,2,1,0,0,1,1,1,0,43.864
4,3,2,1,0,0,1,1,1,0,42.802
1,3,2,1,0,0,1,1,1,0,158.984
2,3,2,1,0,0,1,1,1,0,85.048
3,3,2,1,0,0,1,1,1,0,59.384
4,1,3,1,0,0,1,1,1,0,23.65
1,1,3,1,0,0,1,1,1,0,88.9
2,1,3,1,0,0,1,1,1,0,47.076
3,1,3,1,0,0,1,1,1,0,32.022
4,2,3,1,0,0,1,1,1,0,31.854
1,2,3,1,0,0,1,1,1,0,118.884
2,2,3,1,0,0,1,1,1,0,63.126
3,2,3,1,0,0,1,1,1,0,44.074
4,3,3,1,0,0,1,1,1,0,42.892
1,3,3,1,0,0,1,1,1,0,158.872
2,3,3,1,0,0,1,1,1,0,85.03
3,3,3,1,0,0,1,1,1,0,59.404
4,1,1,1,0,0,1,1,0,1,24.004
1,1,1,1,0,0,1,1,0,1,89.432
2,1,1,1,0,0,1,1,0,1,47.358
3,1,1,1,0,0,1,1,0,1,32.376
4,2,1,1,0,0,1,1,0,1,36.142
1,2,1,1,0,0,1,1,0,1,134.626
2,2,1,1,0,0,1,1,0,1,71.352
3,2,1,1,0,0,1,1,0,1,51.106
4,3,1,1,0,0,1,1,0,1,50.398
1,3,1,1,0,0,1,1,0,1,185.554
2,3,1,1,0,0,1,1,0,1,99.532
3,3,1,1,0,0,1,1,0,1,71.612
4,1,2,1,0,0,1,1,0,1,23.688
1,1,2,1,0,0,1,1,0,1,89.474
2,1,2,1,0,0,1,1,0,1,47.194
3,1,2,1,0,0,1,1,0,1,32.144
4,2,2,1,0,0,1,1,0,1,36.526
1,2,2,1,0,0,1,1,0,1,134.322
2,2,2,1,0,0,1,1,0,1,71.606
3,2,2,1,0,0,1,1,0,1,50.702
4,3,2,1,0,0,1,1,0,1,50.81
1,3,2,1,0,0,1,1,0,1,185.572
2,3,2,1,0,0,1,1,0,1,99.664
3,3,2,1,0,0,1,1,0,1,71.352
4,1,3,1,0,0,1,1,0,1,23.686
1,1,3,1,0,0,1,1,0,1,89.456
2,1,3,1,0,0,1,1,0,1,47.436
3,1,3,1,0,0,1,1,0,1,32.246
4,2,3,1,0,0,1,1,0,1,36.214
1,2,3,1,0,0,1,1,0,1,134.634
2,2,3,1,0,0,1,1,0,1,71.434
3,2,3,1,0,0,1,1,0,1,50.63
4,3,3,1,0,0,1,1,0,1,50.454
1,3,3,1,0,0,1,1,0,1,185.656
2,3,3,1,0,0,1,1,0,1,99.714
3,3,3,1,0,0,1,1,0,1,71.376
4,1,1,1,0,0,1,1,0,0,23.89
1,1,1,1,0,0,1,1,0,0,89.06
2,1,1,1,0,0,1,1,0,0,47.002
3,1,1,1,0,0,1,1,0,0,32.08
4,2,1,1,0,0,1,1,0,0,35.894
1,2,1,1,0,0,1,1,0,0,133.412
2,2,1,1,0,0,1,1,0,0,71.29
3,2,1,1,0,0,1,1,0,0,50.868
4,3,1,1,0,0,1,1,0,0,50.38
1,3,1,1,0,0,1,1,0,0,184.774
2,3,1,1,0,0,1,1,0,0,99.52
3,3,1,1,0,0,1,1,0,0,71.584
4,1,2,1,0,0,1,1,0,0,23.846
1,1,2,1,0,0,1,1,0,0,88.81
2,1,2,1,0,0,1,1,0,0,47.016
3,1,2,1,0,0,1,1,0,0,32.018
4,2,2,1,0,0,1,1,0,0,36.08
1,2,2,1,0,0,1,1,0,0,133.556
2,2,2,1,0,0,1,1,0,0,71.412
3,2,2,1,0,0,1,1,0,0,50.954
4,3,2,1,0,0,1,1,0,0,50.338
1,3,2,1,0,0,1,1,0,0,184.776
2,3,2,1,0,0,1,1,0,0,99.59
3,3,2,1,0,0,1,1,0,0,71.472
4,1,3,1,0,0,1,1,0,0,23.534
1,1,3,1,0,0,1,1,0,0,88.782
2,1,3,1,0,0,1,1,0,0,46.92
3,1,3,1,0,0,1,1,0,0,32.054
4,2,3,1,0,0,1,1,0,0,35.914
1,2,3,1,0,0,1,1,0,0,133.572
2,2,3,1,0,0,1,1,0,0,71.332
3,2,3,1,0,0,1,1,0,0,50.882
4,3,3,1,0,0,1,1,0,0,50.236
1,3,3,1,0,0,1,1,0,0,184.768
2,3,3,1,0,0,1,1,0,0,99.548
3,3,3,1,0,0,1,1,0,0,71.526
4,1,1,1,0,0,1,0,1,1,22.622
1,1,1,1,0,0,1,0,1,1,81.78
2,1,1,1,0,0,1,0,1,1,43.772
3,1,1,1,0,0,1,0,1,1,29.792
4,2,1,1,0,0,1,0,1,1,30.464
1,2,1,1,0,0,1,0,1,1,112.572
2,2,1,1,0,0,1,0,1,1,59.754
3,2,1,1,0,0,1,0,1,1,41.444
4,3,1,1,0,0,1,0,1,1,41.596
1,3,1,1,0,0,1,0,1,1,151.178
2,3,1,1,0,0,1,0,1,1,80.912
3,3,1,1,0,0,1,0,1,1,56.88
4,1,2,1,0,0,1,0,1,1,23.184
1,1,2,1,0,0,1,0,1,1,82.424
2,1,2,1,0,0,1,0,1,1,44.08
3,1,2,1,0,0,1,0,1,1,30.366
4,2,2,1,0,0,1,0,1,1,31.35
1,2,2,1,0,0,1,0,1,1,112.63
2,2,2,1,0,0,1,0,1,1,60.026
3,2,2,1,0,0,1,0,1,1,42.066
4,3,2,1,0,0,1,0,1,1,41.87
1,3,2,1,0,0,1,0,1,1,151.686
2,3,2,1,0,0,1,0,1,1,81.304
3,3,2,1,0,0,1,0,1,1,57.356
4,1,3,1,0,0,1,0,1,1,23.67
1,1,3,1,0,0,1,0,1,1,82.818
2,1,3,1,0,0,1,0,1,1,44.486
3,1,3,1,0,0,1,0,1,1,30.822
4,2,3,1,0,0,1,0,1,1,31.496
1,2,3,1,0,0,1,0,1,1,112.892
2,2,3,1,0,0,1,0,1,1,60.662
3,2,3,1,0,0,1,0,1,1,42.34
4,3,3,1,0,0,1,0,1,1,42.394
1,3,3,1,0,0,1,0,1,1,152.3
2,3,3,1,0,0,1,0,1,1,81.852
3,3,3,1,0,0,1,0,1,1,57.46
4,1,1,1,0,0,1,0,1,0,22.492
1,1,1,1,0,0,1,0,1,0,81.742
2,1,1,1,0,0,1,0,1,0,43.474
3,1,1,1,0,0,1,0,1,0,29.898
4,2,1,1,0,0,1,0,1,0,30.594
1,2,1,1,0,0,1,0,1,0,111.734
2,2,1,1,0,0,1,0,1,0,59.58
3,2,1,1,0,0,1,0,1,0,41.666
4,3,1,1,0,0,1,0,1,0,41.46
1,3,1,1,0,0,1,0,1,0,151.058
2,3,1,1,0,0,1,0,1,0,80.942
3,3,1,1,0,0,1,0,1,0,56.496
4,1,2,1,0,0,1,0,1,0,23.398
1,1,2,1,0,0,1,0,1,0,82.336
2,1,2,1,0,0,1,0,1,0,44.11
3,1,2,1,0,0,1,0,1,0,30.398
4,2,2,1,0,0,1,0,1,0,31.214
1,2,2,1,0,0,1,0,1,0,112.54
2,2,2,1,0,0,1,0,1,0,60.052
3,2,2,1,0,0,1,0,1,0,42.088
4,3,2,1,0,0,1,0,1,0,42.006
1,3,2,1,0,0,1,0,1,0,151.506
2,3,2,1,0,0,1,0,1,0,81.306
3,3,2,1,0,0,1,0,1,0,57.846
4,1,3,1,0,0,1,0,1,0,23.864
1,1,3,1,0,0,1,0,1,0,82.656
2,1,3,1,0,0,1,0,1,0,44.536
3,1,3,1,0,0,1,0,1,0,31.09
4,2,3,1,0,0,1,0,1,0,31.67
1,2,3,1,0,0,1,0,1,0,112.858
2,2,3,1,0,0,1,0,1,0,60.67
3,2,3,1,0,0,1,0,1,0,42.554
4,3,3,1,0,0,1,0,1,0,43.142
1,3,3,1,0,0,1,0,1,0,152.032
2,3,3,1,0,0,1,0,1,0,81.888
3,3,3,1,0,0,1,0,1,0,57.736
4,1,1,1,0,0,1,0,0,1,22.646
1,1,1,1,0,0,1,0,0,1,81.712
2,1,1,1,0,0,1,0,0,1,43.6
3,1,1,1,0,0,1,0,0,1,29.762
4,2,1,1,0,0,1,0,0,1,33.854
1,2,1,1,0,0,1,0,0,1,123.974
2,2,1,1,0,0,1,0,0,1,66.022
3,2,1,1,0,0,1,0,0,1,47.036
4,3,1,1,0,0,1,0,0,1,47.086
1,3,1,1,0,0,1,0,0,1,172.048
2,3,1,1,0,0,1,0,0,1,92.358
3,3,1,1,0,0,1,0,0,1,66.616
4,1,2,1,0,0,1,0,0,1,23.114
1,1,2,1,0,0,1,0,0,1,82.364
2,1,2,1,0,0,1,0,0,1,44.536
3,1,2,1,0,0,1,0,0,1,30.434
4,2,2,1,0,0,1,0,0,1,34.764
1,2,2,1,0,0,1,0,0,1,124.328
2,2,2,1,0,0,1,0,0,1,66.378
3,2,2,1,0,0,1,0,0,1,47.514
4,3,2,1,0,0,1,0,0,1,47.678
1,3,2,1,0,0,1,0,0,1,172.44
2,3,2,1,0,0,1,0,0,1,92.588
3,3,2,1,0,0,1,0,0,1,67.278
4,1,3,1,0,0,1,0,0,1,24.194
1,1,3,1,0,0,1,0,0,1,82.914
2,1,3,1,0,0,1,0,0,1,44.56
3,1,3,1,0,0,1,0,0,1,31.112
4,2,3,1,0,0,1,0,0,1,34.906
1,2,3,1,0,0,1,0,0,1,124.936
2,2,3,1,0,0,1,0,0,1,66.978
3,2,3,1,0,0,1,0,0,1,47.946
4,3,3,1,0,0,1,0,0,1,48.498
1,3,3,1,0,0,1,0,0,1,172.956
2,3,3,1,0,0,1,0,0,1,93.222
3,3,3,1,0,0,1,0,0,1,67.252
4,1,1,1,0,0,1,0,0,0,23.034
1,1,1,1,0,0,1,0,0,0,81.634
2,1,1,1,0,0,1,0,0,0,43.444
3,1,1,1,0,0,1,0,0,0,29.912
4,2,1,1,0,0,1,0,0,0,34.074
1,2,1,1,0,0,1,0,0,0,123.666
2,2,1,1,0,0,1,0,0,0,65.846
3,2,1,1,0,0,1,0,0,0,47.168
4,3,1,1,0,0,1,0,0,0,47.1
1,3,1,1,0,0,1,0,0,0,171.492
2,3,1,1,0,0,1,0,0,0,92.174
3,3,1,1,0,0,1,0,0,0,66.636
4,1,2,1,0,0,1,0,0,0,23.396
1,1,2,1,0,0,1,0,0,0,82.198
2,1,2,1,0,0,1,0,0,0,43.904
3,1,2,1,0,0,1,0,0,0,30.51
4,2,2,1,0,0,1,0,0,0,34.746
1,2,2,1,0,0,1,0,0,0,124.236
2,2,2,1,0,0,1,0,0,0,66.428
3,2,2,1,0,0,1,0,0,0,47.636
4,3,2,1,0,0,1,0,0,0,47.678
1,3,2,1,0,0,1,0,0,0,172.148
2,3,2,1,0,0,1,0,0,0,92.844
3,3,2,1,0,0,1,0,0,0,67.172
4,1,3,1,0,0,1,0,0,0,24.162
1,1,3,1,0,0,1,0,0,0,82.62
2,1,3,1,0,0,1,0,0,0,44.502
3,1,3,1,0,0,1,0,0,0,31.246
4,2,3,1,0,0,1,0,0,0,35.268
1,2,3,1,0,0,1,0,0,0,124.64
2,2,3,1,0,0,1,0,0,0,66.816
3,2,3,1,0,0,1,0,0,0,48.088
4,3,3,1,0,0,1,0,0,0,48.636
1,3,3,1,0,0,1,0,0,0,172.716
2,3,3,1,0,0,1,0,0,0,93.276
3,3,3,1,0,0,1,0,0,0,67.752
4,1,1,1,0,0,0,1,1,1,23.768
1,1,1,1,0,0,0,1,1,1,88.798
2,1,1,1,0,0,0,1,1,1,47.042
3,1,1,1,0,0,0,1,1,1,31.674
4,2,1,1,0,0,0,1,1,1,30.422
1,2,1,1,0,0,0,1,1,1,113.49
2,2,1,1,0,0,0,1,1,1,59.814
3,2,1,1,0,0,0,1,1,1,40.662
4,3,1,1,0,0,0,1,1,1,39.422
1,3,1,1,0,0,0,1,1,1,147.982
2,3,1,1,0,0,0,1,1,1,77.592
3,3,1,1,0,0,0,1,1,1,52.748
4,1,2,1,0,0,0,1,1,1,23.776
1,1,2,1,0,0,0,1,1,1,88.924
2,1,2,1,0,0,0,1,1,1,46.968
3,1,2,1,0,0,0,1,1,1,31.676
4,2,2,1,0,0,0,1,1,1,30.33
1,2,2,1,0,0,0,1,1,1,113.412
2,2,2,1,0,0,0,1,1,1,59.93
3,2,2,1,0,0,0,1,1,1,40.592
4,3,2,1,0,0,0,1,1,1,39.588
1,3,2,1,0,0,0,1,1,1,147.77
2,3,2,1,0,0,0,1,1,1,77.482
3,3,2,1,0,0,0,1,1,1,52.724
4,1,3,1,0,0,0,1,1,1,23.704
1,1,3,1,0,0,0,1,1,1,88.844
2,1,3,1,0,0,0,1,1,1,46.888
3,1,3,1,0,0,0,1,1,1,31.748
4,2,3,1,0,0,0,1,1,1,30.328
1,2,3,1,0,0,0,1,1,1,113.46
2,2,3,1,0,0,0,1,1,1,59.71
3,2,3,1,0,0,0,1,1,1,40.488
4,3,3,1,0,0,0,1,1,1,39.458
1,3,3,1,0,0,0,1,1,1,147.76
2,3,3,1,0,0,0,1,1,1,77.456
3,3,3,1,0,0,0,1,1,1,52.7
4,1,1,1,0,0,0,1,1,0,23.52
1,1,1,1,0,0,0,1,1,0,88.288
2,1,1,1,0,0,0,1,1,0,46.578
3,1,1,1,0,0,0,1,1,0,31.638
4,2,1,1,0,0,0,1,1,0,30.34
1,2,1,1,0,0,0,1,1,0,112.992
2,2,1,1,0,0,0,1,1,0,59.45
3,2,1,1,0,0,0,1,1,0,40.666
4,3,1,1,0,0,0,1,1,0,39.528
1,3,1,1,0,0,0,1,1,0,147.628
2,3,1,1,0,0,0,1,1,0,77.518
3,3,1,1,0,0,0,1,1,0,52.934
4,1,2,1,0,0,0,1,1,0,23.582
1,1,2,1,0,0,0,1,1,0,88.436
2,1,2,1,0,0,0,1,1,0,46.748
3,1,2,1,0,0,0,1,1,0,31.656
4,2,2,1,0,0,0,1,1,0,30.37
1,2,2,1,0,0,0,1,1,0,113.2
2,2,2,1,0,0,0,1,1,0,59.56
3,2,2,1,0,0,0,1,1,0,40.642
4,3,2,1,0,0,0,1,1,0,39.67
1,3,2,1,0,0,0,1,1,0,147.838
2,3,2,1,0,0,0,1,1,0,77.522
3,3,2,1,0,0,0,1,1,0,52.896
4,1,3,1,0,0,0,1,1,0,23.766
1,1,3,1,0,0,0,1,1,0,88.382
2,1,3,1,0,0,0,1,1,0,46.918
3,1,3,1,0,0,0,1,1,0,31.772
4,2,3,1,0,0,0,1,1,0,30.112
1,2,3,1,0,0,0,1,1,0,113.162
2,2,3,1,0,0,0,1,1,0,59.454
3,2,3,1,0,0,0,1,1,0,40.768
4,3,3,1,0,0,0,1,1,0,39.576
1,3,3,1,0,0,0,1,1,0,147.654
2,3,3,1,0,0,0,1,1,0,77.526
3,3,3,1,0,0,0,1,1,0,52.69
4,1,1,1,0,0,0,1,0,1,23.62
1,1,1,1,0,0,0,1,0,1,88.944
2,1,1,1,0,0,0,1,0,1,46.77
3,1,1,1,0,0,0,1,0,1,31.79
4,2,1,1,0,0,0,1,0,1,34.428
1,2,1,1,0,0,0,1,0,1,128.022
2,2,1,1,0,0,0,1,0,1,67.79
3,2,1,1,0,0,0,1,0,1,46.942
4,3,1,1,0,0,0,1,0,1,46.684
1,3,1,1,0,0,0,1,0,1,173.378
2,3,1,1,0,0,0,1,0,1,91.51
3,3,1,1,0,0,0,1,0,1,63.924
4,1,2,1,0,0,0,1,0,1,23.72
1,1,2,1,0,0,0,1,0,1,88.972
2,1,2,1,0,0,0,1,0,1,46.892
3,1,2,1,0,0,0,1,0,1,31.866
4,2,2,1,0,0,0,1,0,1,34.466
1,2,2,1,0,0,0,1,0,1,128.004
2,2,2,1,0,0,0,1,0,1,67.808
3,2,2,1,0,0,0,1,0,1,46.986
4,3,2,1,0,0,0,1,0,1,46.742
1,3,2,1,0,0,0,1,0,1,173.428
2,3,2,1,0,0,0,1,0,1,91.642
3,3,2,1,0,0,0,1,0,1,63.94
4,1,3,1,0,0,0,1,0,1,23.678
1,1,3,1,0,0,0,1,0,1,88.78
2,1,3,1,0,0,0,1,0,1,47.06
3,1,3,1,0,0,0,1,0,1,31.7
4,2,3,1,0,0,0,1,0,1,34.472
1,2,3,1,0,0,0,1,0,1,127.84
2,2,3,1,0,0,0,1,0,1,67.754
3,2,3,1,0,0,0,1,0,1,47.028
4,3,3,1,0,0,0,1,0,1,47.004
1,3,3,1,0,0,0,1,0,1,173.468
2,3,3,1,0,0,0,1,0,1,91.664
3,3,3,1,0,0,0,1,0,1,63.862
4,1,1,1,0,0,0,1,0,0,23.824
1,1,1,1,0,0,0,1,0,0,88.362
2,1,1,1,0,0,0,1,0,0,46.732
3,1,1,1,0,0,0,1,0,0,31.736
4,2,1,1,0,0,0,1,0,0,34.512
1,2,1,1,0,0,0,1,0,0,127.462
2,2,1,1,0,0,0,1,0,0,67.672
3,2,1,1,0,0,0,1,0,0,47.14
4,3,1,1,0,0,0,1,0,0,46.572
1,3,1,1,0,0,0,1,0,0,173.056
2,3,1,1,0,0,0,1,0,0,91.43
3,3,1,1,0,0,0,1,0,0,63.71
4,1,2,1,0,0,0,1,0,0,23.686
1,1,2,1,0,0,0,1,0,0,88.422
2,1,2,1,0,0,0,1,0,0,46.678
3,1,2,1,0,0,0,1,0,0,31.662
4,2,2,1,0,0,0,1,0,0,34.136
1,2,2,1,0,0,0,1,0,0,127.44
2,2,2,1,0,0,0,1,0,0,67.508
3,2,2,1,0,0,0,1,0,0,47.016
4,3,2,1,0,0,0,1,0,0,46.764
1,3,2,1,0,0,0,1,0,0,173.246
2,3,2,1,0,0,0,1,0,0,91.424
3,3,2,1,0,0,0,1,0,0,63.95
4,1,3,1,0,0,0,1,0,0,23.73
1,1,3,1,0,0,0,1,0,0,88.462
2,1,3,1,0,0,0,1,0,0,46.698
3,1,3,1,0,0,0,1,0,0,31.8
4,2,3,1,0,0,0,1,0,0,34.26
1,2,3,1,0,0,0,1,0,0,127.44
2,2,3,1,0,0,0,1,0,0,67.338
3,2,3,1,0,0,0,1,0,0,47.098
4,3,3,1,0,0,0,1,0,0,46.918
1,3,3,1,0,0,0,1,0,0,173.138
2,3,3,1,0,0,0,1,0,0,91.318
3,3,3,1,0,0,0,1,0,0,63.816
4,1,1,1,0,0,0,0,1,1,22.248
1,1,1,1,0,0,0,0,1,1,80.746
2,1,1,1,0,0,0,0,1,1,42.878
3,1,1,1,0,0,0,0,1,1,29.334
4,2,1,1,0,0,0,0,1,1,28.574
1,2,1,1,0,0,0,0,1,1,104.304
2,2,1,1,0,0,0,0,1,1,55.326
3,2,1,1,0,0,0,0,1,1,38.016
4,3,1,1,0,0,0,0,1,1,37.192
1,3,1,1,0,0,0,0,1,1,137.002
2,3,1,1,0,0,0,0,1,1,72.546
3,3,1,1,0,0,0,0,1,1,49.446
4,1,2,1,0,0,0,0,1,1,22.866
1,1,2,1,0,0,0,0,1,1,81.4
2,1,2,1,0,0,0,0,1,1,43.662
3,1,2,1,0,0,0,0,1,1,30.076
4,2,2,1,0,0,0,0,1,1,29.34
1,2,2,1,0,0,0,0,1,1,104.996
2,2,2,1,0,0,0,0,1,1,55.916
3,2,2,1,0,0,0,0,1,1,38.398
4,3,2,1,0,0,0,0,1,1,37.926
1,3,2,1,0,0,0,0,1,1,137.542
2,3,2,1,0,0,0,0,1,1,72.788
3,3,2,1,0,0,0,0,1,1,50.068
4,1,3,1,0,0,0,0,1,1,23.66
1,1,3,1,0,0,0,0,1,1,81.822
2,1,3,1,0,0,0,0,1,1,44.254
3,1,3,1,0,0,0,0,1,1,30.622
4,2,3,1,0,0,0,0,1,1,29.528
1,2,3,1,0,0,0,0,1,1,105.396
2,2,3,1,0,0,0,0,1,1,56.226
3,2,3,1,0,0,0,0,1,1,38.942
4,3,3,1,0,0,0,0,1,1,38.458
1,3,3,1,0,0,0,0,1,1,137.97
2,3,3,1,0,0,0,0,1,1,73.36
3,3,3,1,0,0,0,0,1,1,50.77
4,1,1,1,0,0,0,0,1,0,22.452
1,1,1,1,0,0,0,0,1,0,80.744
2,1,1,1,0,0,0,0,1,0,42.962
3,1,1,1,0,0,0,0,1,0,29.42
4,2,1,1,0,0,0,0,1,0,28.516
1,2,1,1,0,0,0,0,1,0,104.454
2,2,1,1,0,0,0,0,1,0,55.582
3,2,1,1,0,0,0,0,1,0,38.086
4,3,1,1,0,0,0,0,1,0,37.512
1,3,1,1,0,0,0,0,1,0,137.304
2,3,1,1,0,0,0,0,1,0,72.72
3,3,1,1,0,0,0,0,1,0,49.73
4,1,2,1,0,0,0,0,1,0,23.148
1,1,2,1,0,0,0,0,1,0,81.224
2,1,2,1,0,0,0,0,1,0,43.346
3,1,2,1,0,0,0,0,1,0,30.318
4,2,2,1,0,0,0,0,1,0,29.544
1,2,2,1,0,0,0,0,1,0,105.398
2,2,2,1,0,0,0,0,1,0,56.236
3,2,2,1,0,0,0,0,1,0,38.588
4,3,2,1,0,0,0,0,1,0,37.964
1,3,2,1,0,0,0,0,1,0,138.17
2,3,2,1,0,0,0,0,1,0,72.896
3,3,2,1,0,0,0,0,1,0,50.36
4,1,3,1,0,0,0,0,1,0,23.552
1,1,3,1,0,0,0,0,1,0,81.676
2,1,3,1,0,0,0,0,1,0,43.926
3,1,3,1,0,0,0,0,1,0,30.772
4,2,3,1,0,0,0,0,1,0,30.104
1,2,3,1,0,0,0,0,1,0,105.714
2,2,3,1,0,0,0,0,1,0,56.534
3,2,3,1,0,0,0,0,1,0,39.186
4,3,3,1,0,0,0,0,1,0,38.614
1,3,3,1,0,0,0,0,1,0,138.57
2,3,3,1,0,0,0,0,1,0,73.794
3,3,3,1,0,0,0,0,1,0,50.856
4,1,1,1,0,0,0,0,0,1,22.254
1,1,1,1,0,0,0,0,0,1,80.862
2,1,1,1,0,0,0,0,0,1,42.99
3,1,1,1,0,0,0,0,0,1,29.428
4,2,1,1,0,0,0,0,0,1,31.72
1,2,1,1,0,0,0,0,0,1,115.876
2,2,1,1,0,0,0,0,0,1,61.658
3,2,1,1,0,0,0,0,0,1,43.0
4,3,1,1,0,0,0,0,0,1,43.44
1,3,1,1,0,0,0,0,0,1,157.142
2,3,1,1,0,0,0,0,0,1,83.266
3,3,1,1,0,0,0,0,0,1,58.09
4,1,2,1,0,0,0,0,0,1,22.878
1,1,2,1,0,0,0,0,0,1,81.248
2,1,2,1,0,0,0,0,0,1,43.632
3,1,2,1,0,0,0,0,0,1,29.938
4,2,2,1,0,0,0,0,0,1,32.492
1,2,2,1,0,0,0,0,0,1,116.638
2,2,2,1,0,0,0,0,0,1,62.026
3,2,2,1,0,0,0,0,0,1,43.66
4,3,2,1,0,0,0,0,0,1,43.38
1,3,2,1,0,0,0,0,0,1,157.648
2,3,2,1,0,0,0,0,0,1,83.862
3,3,2,1,0,0,0,0,0,1,58.42
4,1,3,1,0,0,0,0,0,1,23.61
1,1,3,1,0,0,0,0,0,1,81.732
2,1,3,1,0,0,0,0,0,1,44.27
3,1,3,1,0,0,0,0,0,1,30.706
4,2,3,1,0,0,0,0,0,1,32.798
1,2,3,1,0,0,0,0,0,1,116.944
2,2,3,1,0,0,0,0,0,1,62.422
3,2,3,1,0,0,0,0,0,1,43.912
4,3,3,1,0,0,0,0,0,1,43.952
1,3,3,1,0,0,0,0,0,1,158.034
2,3,3,1,0,0,0,0,0,1,84.054
3,3,3,1,0,0,0,0,0,1,58.88
4,1,1,1,0,0,0,0,0,0,22.312
1,1,1,1,0,0,0,0,0,0,80.742
2,1,1,1,0,0,0,0,0,0,42.96
3,1,1,1,0,0,0,0,0,0,29.396
4,2,1,1,0,0,0,0,0,0,31.748
1,2,1,1,0,0,0,0,0,0,115.818
2,2,1,1,0,0,0,0,0,0,61.57
3,2,1,1,0,0,0,0,0,0,43.18
4,3,1,1,0,0,0,0,0,0,42.776
1,3,1,1,0,0,0,0,0,0,157.302
2,3,1,1,0,0,0,0,0,0,83.468
3,3,1,1,0,0,0,0,0,0,57.95
4,1,2,1,0,0,0,0,0,0,22.874
1,1,2,1,0,0,0,0,0,0,81.224
2,1,2,1,0,0,0,0,0,0,43.466
3,1,2,1,0,0,0,0,0,0,30.1
4,2,2,1,0,0,0,0,0,0,32.322
1,2,2,1,0,0,0,0,0,0,116.494
2,2,2,1,0,0,0,0,0,0,62.318
3,2,2,1,0,0,0,0,0,0,43.586
4,3,2,1,0,0,0,0,0,0,43.528
1,3,2,1,0,0,0,0,0,0,158.004
2,3,2,1,0,0,0,0,0,0,83.894
3,3,2,1,0,0,0,0,0,0,58.88
4,1,3,1,0,0,0,0,0,0,23.864
1,1,3,1,0,0,0,0,0,0,81.656
2,1,3,1,0,0,0,0,0,0,44.676
3,1,3,1,0,0,0,0,0,0,30.808
4,2,3,1,0,0,0,0,0,0,33.148
1,2,3,1,0,0,0,0,0,0,117.062
2,2,3,1,0,0,0,0,0,0,62.928
3,2,3,1,0,0,0,0,0,0,44.022
4,3,3,1,0,0,0,0,0,0,44.528
1,3,3,1,0,0,0,0,0,0,158.636
2,3,3,1,0,0,0,0,0,0,84.506
3,3,3,1,0,0,0,0,0,0,59.162
4,1,1,0,1,1,1,1,1,1,25.064
1,1,1,0,1,1,1,1,1,1,94.018
2,1,1,0,1,1,1,1,1,1,49.768
3,1,1,0,1,1,1,1,1,1,33.55
4,2,1,0,1,1,1,1,1,1,33.41
1,2,1,0,1,1,1,1,1,1,124.814
2,2,1,0,1,1,1,1,1,1,65.968
3,2,1,0,1,1,1,1,1,1,45.816
4,3,1,0,1,1,1,1,1,1,44.68
1,3,1,0,1,1,1,1,1,1,164.684
2,3,1,0,1,1,1,1,1,1,87.586
3,3,1,0,1,1,1,1,1,1,61.482
4,1,2,0,1,1,1,1,1,1,25.258
